Neighborhood,Time
random,0.31905412673950195
random,0.31250691413879395
random,0.31249427795410156
random,0.3132448196411133
random,0.31349825859069824
random,0.3127012252807617
random,0.31305599212646484
random,0.31185388565063477
random,0.31266307830810547
random,0.3123199939727783
random,0.312363862991333
random,0.3137950897216797
random,0.3121180534362793
random,0.31118297576904297
random,0.31229305267333984
random,0.31734776496887207
random,0.3130319118499756
random,0.31278276443481445
random,0.31305503845214844
random,0.31171417236328125
random,0.31392884254455566
random,0.3110358715057373
random,0.31463193893432617
random,0.3198578357696533
random,0.31707215309143066
random,0.3125038146972656
random,0.31343913078308105
random,0.3122138977050781
random,0.312791109085083
random,0.3134331703186035
random,0.31319665908813477
random,0.3130981922149658
random,0.3111131191253662
random,0.3132901191711426
random,0.31180787086486816
random,0.3118312358856201
random,0.3146402835845947
random,0.31296586990356445
random,0.31174302101135254
random,0.3119540214538574
random,0.3131728172302246
random,0.31224989891052246
random,0.3123359680175781
random,0.31376004219055176
random,0.3138601779937744
random,0.31271815299987793
random,0.31362199783325195
random,0.31137895584106445
random,0.31211090087890625
random,0.3119041919708252
custom,0.02227783203125
custom,0.022544145584106445
custom,0.022864103317260742
custom,0.022995948791503906
custom,0.023242950439453125
custom,0.02314591407775879
custom,0.02303314208984375
custom,0.023211002349853516
custom,0.023656129837036133
custom,0.02311396598815918
custom,0.022968053817749023
custom,0.02287888526916504
custom,0.02259206771850586
custom,0.023350000381469727
custom,0.023504018783569336
custom,0.023984193801879883
custom,0.023322105407714844
custom,0.02314901351928711
custom,0.02340412139892578
custom,0.02336263656616211
custom,0.02303910255432129
custom,0.022975921630859375
custom,0.023292064666748047
custom,0.023853778839111328
custom,0.023260831832885742
custom,0.022848844528198242
custom,0.023171663284301758
custom,0.022470951080322266
custom,0.022871017456054688
custom,0.0227508544921875
custom,0.022827863693237305
custom,0.023176908493041992
custom,0.02350902557373047
custom,0.022861957550048828
custom,0.0229642391204834
custom,0.022512197494506836
custom,0.022909164428710938
custom,0.023150205612182617
custom,0.023178815841674805
custom,0.02327704429626465
custom,0.02325296401977539
custom,0.023221969604492188
custom,0.023290157318115234
custom,0.023391008377075195
custom,0.023331880569458008
custom,0.023225069046020508
custom,0.0227811336517334
custom,0.02382493019104004
custom,0.022535085678100586
custom,0.022646188735961914
genetic,25.527763843536377
genetic,26.767641067504883
genetic,26.819154977798462
genetic,26.726872205734253
genetic,28.47000288963318
genetic,27.091535806655884
genetic,27.074032068252563
genetic,26.89529013633728
genetic,26.76459813117981
genetic,26.480651140213013
genetic,26.78104019165039
genetic,27.257933616638184
genetic,26.72897505760193
genetic,26.655958890914917
genetic,26.780670881271362
genetic,26.496203184127808
genetic,27.19092106819153
genetic,28.14840292930603
genetic,28.79977512359619
genetic,27.275829076766968
genetic,27.07790994644165
genetic,28.35602593421936
genetic,27.41463875770569
genetic,27.51607608795166
genetic,27.774914979934692
genetic,27.656478881835938
genetic,27.885406017303467
genetic,27.756059885025024
genetic,27.927833080291748
genetic,27.785043001174927
genetic,27.6720027923584
genetic,27.5144259929657
genetic,27.70011806488037
genetic,27.840020895004272
genetic,27.581974029541016
genetic,27.486824989318848
genetic,28.070502996444702
genetic,27.717476844787598
genetic,28.073108196258545
genetic,28.840977907180786
genetic,28.737184047698975
genetic,28.214838981628418
genetic,27.790580987930298
genetic,27.715585947036743
genetic,27.951749086380005
genetic,28.454452991485596
genetic,28.38051414489746
genetic,27.079724073410034
genetic,27.079331874847412
genetic,27.06200098991394
gpt,0.16377902030944824
gpt,0.1627509593963623
gpt,0.16508698463439941
gpt,0.16321277618408203
gpt,0.16289424896240234
gpt,0.16141104698181152
gpt,0.16361188888549805
gpt,0.1639881134033203
gpt,0.16306591033935547
gpt,0.1625690460205078
gpt,0.16242480278015137
gpt,0.16260290145874023
gpt,0.1632099151611328
gpt,0.1619579792022705
gpt,0.1627650260925293
gpt,0.16389679908752441
gpt,0.16158103942871094
gpt,0.1611621379852295
gpt,0.16241693496704102
gpt,0.1627209186553955
gpt,0.16158604621887207
gpt,0.16271495819091797
gpt,0.16288399696350098
gpt,0.15947699546813965
gpt,0.15886211395263672
gpt,0.16132116317749023
gpt,0.1607518196105957
gpt,0.1595761775970459
gpt,0.16070199012756348
gpt,0.16118097305297852
gpt,0.1600501537322998
gpt,0.16156291961669922
gpt,0.16183209419250488
gpt,0.16135692596435547
gpt,0.16147613525390625
gpt,0.1604630947113037
gpt,0.16221332550048828
gpt,0.16218900680541992
gpt,0.16168618202209473
gpt,0.16189289093017578
gpt,0.16318917274475098
gpt,0.1624457836151123
gpt,0.16053509712219238
gpt,0.16148924827575684
gpt,0.16193103790283203
gpt,0.16269898414611816
gpt,0.16060900688171387
gpt,0.16066694259643555
gpt,0.1612250804901123
gpt,0.16267085075378418
